,x_fit,y_fit
0,0.1700680272108843,0.12401203559729246
1,0.1844314973786524,0.12906237861914507
2,0.2000080660849514,0.13474352533558284
3,0.21690018824123364,0.14112453527538046
4,0.23521897181436874,0.14827937117831763
5,0.25508490863951544,0.15628649856688148
6,0.27662866695540567,0.16522822661814623
7,0.2999919508749426,0.17518973586299633
8,0.3253284324442838,0.186257737736799
9,0.3528047624210283,0.19851871502918605
10,0.3826016664199043,0.21205670259119538
11,0.4149151336358569,0.22695058608041246
12,0.44995770596336565,0.24327092466530575
13,0.48795987599117524,0.26107634243702227
14,0.5291716030677536,0.28040958257678683
15,0.5738639574094004,0.3012933760954075
16,0.6223309030651312,0.3237263388544649
17,0.6748912314657896,0.34767916961584494
18,0.7318906582753146,0.37309146862050974
19,0.7937040973362037,0.3998695196968265
20,0.8607381266660521,0.4278853683486126
21,0.9334336627252672,0.4569774754850428
22,1.012268860545959,0.48695312856334305
23,1.0977622587976086,0.5175926536645084
24,1.1904761904761905,0.5486553067607807
25,1.291020481650567,0.5798865511058877
26,1.4000564625946603,0.6110262755865756
27,1.5183013176886362,0.6418174007085204
28,1.6465328027005817,0.6720142732485304
29,1.7855943604766091,0.7013902755642429
30,1.93640066868784,0.7297441666796605
31,2.099943656124599,0.7569048137140035
32,2.2772990271099873,0.7827341405552355
33,2.4696333369471986,0.807128290207513
34,2.6782116649393313,0.8300171452921734
35,2.9044059354509995,0.8513624619420956
36,3.14970394174356,0.8711549385237141
37,3.415719131938228,0.8894105630517068
38,3.704201221474276,0.9061665687156313
39,4.0170477018658035,0.9214772859136195
40,4.35631632145592,0.9354101227214173
41,4.724238620260528,0.9480418438319327
42,5.123234607927204,0.9594552584366927
43,5.555928681353429,0.9697363753994548
44,6.025166886662366,0.9789720420428192
45,6.534035639076872,0.9872480516127704
46,7.085882023821717,0.9946476833250597
47,7.684335811583262,1.001250626364387
48,8.333333333333332,1.0071322335069708
